sku,category,product_name,description,msrp,wholesale_price,options
AB-EB-062,Electric Bikes,E-Boost Master,Reliable electric bikes for everyday use,2032.03,1451.45,"{""colors"": [""ol4567"", ""cb8901""], ""sizes"": [""XL"", ""S"", ""XS"", ""L""], ""battery"": ""48V 17.5Ah"", ""range"": ""34 miles"", ""weight"": ""22.3 lbs""}"
AB-EB-063,Electric Bikes,E-Glide Deluxe,Reliable electric bikes for everyday use,3346.81,2390.58,"{""colors"": [""or8901"", ""yl5678""], ""sizes"": [""S"", ""XL"", ""M""], ""battery"": ""36V 12Ah"", ""range"": ""53 miles"", ""weight"": ""18.2 lbs""}"
AB-EB-064,Electric Bikes,E-Ride Master,High-quality electric bikes for serious cyclists,7158.4,5113.14,"{""colors"": [""cr4321"", ""gy6789"", ""bl4567""], ""sizes"": [""M"", ""XL"", ""XS""], ""battery"": ""36V 10Ah"", ""range"": ""38 miles"", ""weight"": ""25.4 lbs""}"
AB-EB-065,Electric Bikes,E-Motion Classic,High-quality electric bikes for serious cyclists,7091.39,5065.28,"{""colors"": [""ti2345"", ""yl5678""], ""sizes"": [""XL"", ""M"", ""L""], ""battery"": ""48V 14Ah"", ""range"": ""59 miles"", ""weight"": ""26.4 lbs""}"
AB-EB-066,Electric Bikes,E-Drive Master,High-quality electric bikes for serious cyclists,5350.69,3821.92,"{""colors"": [""or8901"", ""bl4567"", ""sv3456"", ""br7654""], ""sizes"": [""M"", ""L"", ""S"", ""XS""], ""battery"": ""36V 12Ah"", ""range"": ""53 miles"", ""weight"": ""18.3 lbs""}"
AB-EB-067,Electric Bikes,E-Boost Deluxe,Professional-grade electric bikes with advanced features,3460.93,2472.09,"{""colors"": [""yl5678"", ""cb8901"", ""fg3456""], ""sizes"": [""S"", ""L"", ""XL""], ""battery"": ""36V 10Ah"", ""range"": ""55 miles"", ""weight"": ""28.5 lbs""}"
AB-EB-068,Electric Bikes,E-Flow Elite,Lightweight electric bikes for competitive riding,6977.24,4983.74,"{""colors"": [""bl4567"", ""bk1798""], ""sizes"": [""XL"", ""S"", ""XS""], ""battery"": ""36V 10Ah"", ""range"": ""34 miles"", ""weight"": ""16.1 lbs""}"
AB-EB-069,Electric Bikes,E-Force Elite,Reliable electric bikes for everyday use,10324.61,7374.72,"{""colors"": [""br7654"", ""fg3456""], ""sizes"": [""XS"", ""S"", ""L"", ""M""], ""battery"": ""48V 17.5Ah"", ""range"": ""35 miles"", ""weight"": ""19.4 lbs""}"
AB-EB-070,Electric Bikes,E-Drive Deluxe,Professional-grade electric bikes with advanced features,2767.48,1976.77,"{""colors"": [""rd7298"", ""fg3456"", ""ti2345"", ""yl5678""], ""sizes"": [""XL"", ""XS"", ""L"", ""S""], ""battery"": ""48V 17.5Ah"", ""range"": ""33 miles"", ""weight"": ""17.2 lbs""}"
AB-EB-071,Electric Bikes,E-Glide Deluxe,Professional-grade electric bikes with advanced features,9174.34,6553.1,"{""colors"": [""rd7298"", ""gy6789""], ""sizes"": [""XL"", ""XS"", ""L""], ""battery"": ""48V 17.5Ah"", ""range"": ""33 miles"", ""weight"": ""33.0 lbs""}"
AB-EB-072,Electric Bikes,E-Power Master,Durable electric bikes built for performance,5844.44,4174.6,"{""colors"": [""fg3456"", ""sv3456""], ""sizes"": [""S"", ""L"", ""XL"", ""M""], ""battery"": ""36V 10Ah"", ""range"": ""52 miles"", ""weight"": ""17.7 lbs""}"
AB-EB-073,Electric Bikes,E-Flow Elite,Reliable electric bikes for everyday use,1648.46,1177.47,"{""colors"": [""gr5432"", ""bl4567"", ""bk1798"", ""fg3456"", ""cr4321""], ""sizes"": [""XL"", ""XS"", ""S""], ""battery"": ""36V 12Ah"", ""range"": ""45 miles"", ""weight"": ""23.2 lbs""}"
AB-EB-074,Electric Bikes,E-Boost Elite,Durable electric bikes built for performance,6252.47,4466.05,"{""colors"": [""ol4567"", ""sv3456"", ""or8901"", ""cb8901""], ""sizes"": [""XL"", ""M"", ""L"", ""S""], ""battery"": ""36V 12Ah"", ""range"": ""51 miles"", ""weight"": ""26.0 lbs""}"
AB-EB-075,Electric Bikes,E-Flow Elite,Lightweight electric bikes for competitive riding,3971.87,2837.05,"{""colors"": [""gr5432"", ""cb8901"", ""yl5678"", ""fg3456""], ""sizes"": [""S"", ""XS"", ""M"", ""L""], ""battery"": ""48V 17.5Ah"", ""range"": ""35 miles"", ""weight"": ""17.0 lbs""}"
AB-EB-076,Electric Bikes,E-Drive Sport,High-quality electric bikes for serious cyclists,8878.91,6342.08,"{""colors"": [""or8901"", ""ti2345"", ""bk1798""], ""sizes"": [""S"", ""L"", ""M""], ""battery"": ""48V 17.5Ah"", ""range"": ""30 miles"", ""weight"": ""16.3 lbs""}"
AB-EB-077,Electric Bikes,E-Glide Sport,Lightweight electric bikes for competitive riding,1853.68,1324.06,"{""colors"": [""cb8901"", ""ti2345"", ""sv3456"", ""gr5432"", ""br7654""], ""sizes"": [""S"", ""L"", ""XL""], ""battery"": ""36V 10Ah"", ""range"": ""37 miles"", ""weight"": ""32.0 lbs""}"
AB-EB-078,Electric Bikes,E-Force Elite,Reliable electric bikes for everyday use,1963.89,1402.78,"{""colors"": [""cb8901"", ""rd7298"", ""ti2345""], ""sizes"": [""M"", ""S"", ""XL""], ""battery"": ""36V 10Ah"", ""range"": ""35 miles"", ""weight"": ""16.7 lbs""}"
AB-EB-079,Electric Bikes,E-Force Classic,Lightweight electric bikes for competitive riding,4134.41,2953.15,"{""colors"": [""sv3456"", ""bk1798"", ""fg3456""], ""sizes"": [""XS"", ""M"", ""L""], ""battery"": ""48V 14Ah"", ""range"": ""47 miles"", ""weight"": ""34.3 lbs""}"
AB-EB-080,Electric Bikes,E-Force Elite,Lightweight electric bikes for competitive riding,10344.84,7389.17,"{""colors"": [""cb8901"", ""bk1798"", ""gr5432"", ""rd7298"", ""or8901""], ""sizes"": [""XL"", ""XS"", ""M""], ""battery"": ""48V 14Ah"", ""range"": ""46 miles"", ""weight"": ""33.9 lbs""}"
AB-KB-001,Kids Bikes,Little Deluxe,Lightweight kids bikes for competitive riding,980.08,700.06,"{""colors"": [""cb8901"", ""gy6789"", ""cr4321"", ""bl4567"", ""yl5678""]}"
AB-KB-002,Kids Bikes,Beginner Master,High-quality kids bikes for serious cyclists,936.54,668.96,"{""colors"": [""wh9001"", ""gr5432"", ""br7654"", ""or8901"", ""ti2345""]}"
AB-KB-003,Kids Bikes,Kiddo Master,Lightweight kids bikes for competitive riding,369.61,264.01,"{""colors"": [""sv3456"", ""br7654"", ""bk1798"", ""fg3456""]}"
AB-KB-004,Kids Bikes,Little Elite,Durable kids bikes built for performance,438.23,313.02,"{""colors"": [""sv3456"", ""rd7298""]}"
AB-KB-005,Kids Bikes,Beginner Sport,Reliable kids bikes for everyday use,462.84,330.6,"{""colors"": [""rd7298"", ""fg3456"", ""ti2345"", ""bl4567""]}"
AB-KB-006,Kids Bikes,Beginner Master,Professional-grade kids bikes with advanced features,306.31,218.79,"{""colors"": [""bl4567"", ""br7654"", ""ol4567"", ""cr4321""]}"
AB-KB-007,Kids Bikes,Tiny Elite,High-quality kids bikes for serious cyclists,206.07,147.19,"{""colors"": [""cb8901"", ""bk1798"", ""cr4321"", ""sv3456"", ""ol4567""]}"
AB-KB-008,Kids Bikes,Beginner Sport,Reliable kids bikes for everyday use,1016.64,726.17,"{""colors"": [""gy6789"", ""rd7298"", ""cr4321"", ""sv3456""]}"
AB-KB-009,Kids Bikes,Little Classic,Professional-grade kids bikes with advanced features,364.01,260.01,"{""colors"": [""sv3456"", ""cr4321""]}"
AB-KB-010,Kids Bikes,Small Classic,Durable kids bikes built for performance,858.24,613.03,"{""colors"": [""ol4567"", ""ti2345"", ""cr4321"", ""rd7298"", ""gy6789""]}"
AB-KB-011,Kids Bikes,Mini Master,High-quality kids bikes for serious cyclists,1097.64,784.03,"{""colors"": [""ti2345"", ""bl4567""]}"
AB-KB-012,Kids Bikes,Small Deluxe,Reliable kids bikes for everyday use,223.34,159.53,"{""colors"": [""rd7298"", ""sv3456"", ""gr5432"", ""bl4567""]}"
AB-KB-013,Kids Bikes,Little Classic,Professional-grade kids bikes with advanced features,1032.14,737.24,"{""colors"": [""or8901"", ""bl4567"", ""br7654"", ""fg3456"", ""yl5678""]}"
AB-KB-014,Kids Bikes,Tiny Classic,Reliable kids bikes for everyday use,508.34,363.1,"{""colors"": [""cb8901"", ""ti2345"", ""bl4567""]}"
AB-KB-015,Kids Bikes,Mini Master,Reliable kids bikes for everyday use,577.6,412.57,"{""colors"": [""ol4567"", ""or8901"", ""bl4567"", ""rd7298"", ""fg3456""]}"
AB-KB-016,Kids Bikes,Beginner Pro,Professional-grade kids bikes with advanced features,327.21,233.72,"{""colors"": [""cr4321"", ""gy6789"", ""gr5432"", ""br7654""]}"
AB-KB-017,Kids Bikes,Junior Classic,High-quality kids bikes for serious cyclists,254.0,181.43,"{""colors"": [""ol4567"", ""gr5432"", ""gy6789""]}"
AB-KB-018,Kids Bikes,Mini Classic,Durable kids bikes built for performance,470.92,336.37,"{""colors"": [""yl5678"", ""bk1798"", ""or8901"", ""wh9001""]}"
AB-KB-019,Kids Bikes,Tiny Master,Reliable kids bikes for everyday use,951.41,679.58,"{""colors"": [""cr4321"", ""gr5432"", ""yl5678""]}"
AB-KB-020,Kids Bikes,Tiny Master,Lightweight kids bikes for competitive riding,1113.0,795.0,"{""colors"": [""or8901"", ""cb8901""]}"
AB-KB-021,Kids Bikes,Little Classic,Durable kids bikes built for performance,377.24,269.46,"{""colors"": [""ti2345"", ""cb8901"", ""ol4567"", ""or8901"", ""wh9001""]}"
AB-KB-022,Kids Bikes,Mini Elite,Durable kids bikes built for performance,464.73,331.95,"{""colors"": [""fg3456"", ""gr5432"", ""cb8901"", ""ti2345""]}"
AB-KB-023,Kids Bikes,Small Sport,Durable kids bikes built for performance,888.01,634.29,"{""colors"": [""or8901"", ""rd7298"", ""ol4567"", ""bk1798"", ""cr4321""]}"
AB-KB-024,Kids Bikes,Kiddo Master,High-quality kids bikes for serious cyclists,604.32,431.66,"{""colors"": [""rd7298"", ""or8901"", ""wh9001""]}"
AB-KB-025,Kids Bikes,Mini Pro,High-quality kids bikes for serious cyclists,790.34,564.53,"{""colors"": [""sv3456"", ""cr4321"", ""wh9001"", ""ol4567"", ""gr5432""]}"
AB-KB-026,Kids Bikes,Youth Pro,Professional-grade kids bikes with advanced features,689.93,492.81,"{""colors"": [""gy6789"", ""ti2345"", ""rd7298"", ""cr4321""]}"
AB-KB-027,Kids Bikes,Youth Pro,Durable kids bikes built for performance,251.73,179.81,"{""colors"": [""gy6789"", ""ol4567"", ""sv3456"", ""gr5432"", ""cr4321""]}"
AB-KB-028,Kids Bikes,Beginner Elite,Reliable kids bikes for everyday use,939.13,670.81,"{""colors"": [""ti2345"", ""fg3456"", ""br7654"", ""cb8901"", ""or8901""]}"
AB-KB-029,Kids Bikes,Little Sport,High-quality kids bikes for serious cyclists,786.66,561.9,"{""colors"": [""gr5432"", ""yl5678"", ""or8901"", ""br7654"", ""rd7298""]}"
AB-KB-030,Kids Bikes,Little Pro,Professional-grade kids bikes with advanced features,239.96,171.4,"{""colors"": [""gr5432"", ""gy6789"", ""sv3456"", ""bk1798""]}"
AB-KB-031,Kids Bikes,Beginner Classic,Lightweight kids bikes for competitive riding,421.79,301.28,"{""colors"": [""cb8901"", ""bl4567"", ""cr4321"", ""bk1798""]}"
AB-KB-032,Kids Bikes,Tiny Elite,Lightweight kids bikes for competitive riding,930.51,664.65,"{""colors"": [""bl4567"", ""rd7298"", ""fg3456"", ""cr4321"", ""ti2345""]}"
AB-KB-033,Kids Bikes,Small Classic,Lightweight kids bikes for competitive riding,309.46,221.04,"{""colors"": [""sv3456"", ""cr4321"", ""ol4567""]}"
AB-KB-034,Kids Bikes,Little Sport,Lightweight kids bikes for competitive riding,1292.93,923.52,"{""colors"": [""ol4567"", ""wh9001"", ""rd7298""]}"
AB-KB-035,Kids Bikes,Youth Sport,Reliable kids bikes for everyday use,249.49,178.21,"{""colors"": [""gr5432"", ""fg3456"", ""cb8901"", ""gy6789"", ""bl4567""]}"
AB-KB-036,Kids Bikes,Tiny Pro,Reliable kids bikes for everyday use,285.56,203.97,"{""colors"": [""rd7298"", ""wh9001""]}"
AB-KB-037,Kids Bikes,Little Sport,High-quality kids bikes for serious cyclists,360.11,257.22,"{""colors"": [""wh9001"", ""rd7298"", ""bk1798""]}"
AB-KB-038,Kids Bikes,Beginner Elite,Lightweight kids bikes for competitive riding,502.36,358.83,"{""colors"": [""gy6789"", ""fg3456"", ""cr4321"", ""bk1798""]}"
AB-KB-039,Kids Bikes,Tiny Pro,Lightweight kids bikes for competitive riding,286.27,204.48,"{""colors"": [""sv3456"", ""gy6789""]}"
AB-KB-040,Kids Bikes,Youth Elite,High-quality kids bikes for serious cyclists,580.19,414.42,"{""colors"": [""cr4321"", ""fg3456""]}"
AB-SB-001,Specialty Bikes,Cargo Classic,High-quality specialty bikes for serious cyclists,3982.85,2844.89,"{""colors"": [""gy6789"", ""fg3456"", ""cr4321""], ""sizes"": [""XL"", ""S"", ""L""]}"
AB-SB-002,Specialty Bikes,Cyclocross Master,Professional-grade specialty bikes with advanced features,3620.99,2586.42,"{""colors"": [""fg3456"", ""sv3456""], ""sizes"": [""M"", ""L"", ""XL""]}"
AB-SB-003,Specialty Bikes,Touring Elite,Professional-grade specialty bikes with advanced features,3563.73,2545.52,"{""colors"": [""bl4567"", ""ti2345""], ""sizes"": [""M"", ""XS"", ""L"", ""S""]}"
AB-SB-004,Specialty Bikes,Folding Classic,High-quality specialty bikes for serious cyclists,1686.01,1204.29,"{""colors"": [""fg3456"", ""cb8901"", ""rd7298"", ""yl5678"", ""wh9001""], ""sizes"": [""S"", ""L"", ""XS""]}"
AB-SB-005,Specialty Bikes,Gravel Master,Professional-grade specialty bikes with advanced features,1206.13,861.52,"{""colors"": [""rd7298"", ""gy6789""], ""sizes"": [""M"", ""XL"", ""S""]}"
AB-SB-006,Specialty Bikes,Cargo Pro,Professional-grade specialty bikes with advanced features,4262.58,3044.7,"{""colors"": [""br7654"", ""bk1798"", ""gy6789"", ""fg3456""], ""sizes"": [""XL"", ""M"", ""L"", ""S""]}"
AB-SB-007,Specialty Bikes,Cargo Deluxe,Durable specialty bikes built for performance,2045.32,1460.94,"{""colors"": [""gr5432"", ""ol4567"", ""cb8901"", ""sv3456"", ""rd7298""], ""sizes"": [""XL"", ""S"", ""L""]}"
AB-SB-008,Specialty Bikes,Touring Sport,High-quality specialty bikes for serious cyclists,6273.5,4481.07,"{""colors"": [""fg3456"", ""rd7298"", ""bk1798"", ""cb8901"", ""yl5678""], ""sizes"": [""M"", ""XS"", ""XL""]}"
AB-SB-009,Specialty Bikes,Cyclocross Elite,Reliable specialty bikes for everyday use,7335.64,5239.74,"{""colors"": [""cb8901"", ""gr5432"", ""yl5678""], ""sizes"": [""M"", ""XS"", ""L"", ""XL""]}"
AB-SB-010,Specialty Bikes,Tandem Elite,Professional-grade specialty bikes with advanced features,2266.99,1619.28,"{""colors"": [""gy6789"", ""bl4567""], ""sizes"": [""XS"", ""L"", ""M""]}"
AB-SB-011,Specialty Bikes,BMX Deluxe,Durable specialty bikes built for performance,7396.41,5283.15,"{""colors"": [""yl5678"", ""bl4567""], ""sizes"": [""XS"", ""S"", ""M""]}"
AB-SB-012,Specialty Bikes,BMX Pro,High-quality specialty bikes for serious cyclists,5378.58,3841.84,"{""colors"": [""sv3456"", ""fg3456"", ""or8901"", ""yl5678""], ""sizes"": [""XL"", ""M"", ""L""]}"
AB-SB-013,Specialty Bikes,Tandem Master,High-quality specialty bikes for serious cyclists,1596.56,1140.4,"{""colors"": [""sv3456"", ""wh9001"", ""ol4567""], ""sizes"": [""XL"", ""L"", ""XS""]}"
AB-SB-014,Specialty Bikes,Cargo Deluxe,Professional-grade specialty bikes with advanced features,2063.05,1473.61,"{""colors"": [""fg3456"", ""wh9001"", ""cr4321"", ""ti2345"", ""cb8901""], ""sizes"": [""L"", ""XL"", ""XS"", ""M""]}"
AB-SB-015,Specialty Bikes,Recumbent Deluxe,Professional-grade specialty bikes with advanced features,4631.83,3308.45,"{""colors"": [""br7654"", ""yl5678"", ""ol4567"", ""sv3456"", ""cr4321""], ""sizes"": [""L"", ""XL"", ""M"", ""S""]}"
AB-SB-016,Specialty Bikes,Cargo Deluxe,Reliable specialty bikes for everyday use,5758.8,4113.43,"{""colors"": [""yl5678"", ""gy6789"", ""ol4567"", ""or8901""], ""sizes"": [""XS"", ""M"", ""L""]}"
AB-SB-017,Specialty Bikes,Tandem Deluxe,Durable specialty bikes built for performance,2347.58,1676.84,"{""colors"": [""gr5432"", ""bl4567""], ""sizes"": [""M"", ""XS"", ""XL""]}"
AB-SB-018,Specialty Bikes,Touring Deluxe,Reliable specialty bikes for everyday use,6909.25,4935.18,"{""colors"": [""wh9001"", ""bk1798"", ""gy6789""], ""sizes"": [""S"", ""XL"", ""L"", ""M""]}"
AB-SB-019,Specialty Bikes,Cargo Elite,High-quality specialty bikes for serious cyclists,3473.82,2481.3,"{""colors"": [""cb8901"", ""bl4567"", ""fg3456"", ""wh9001"", ""yl5678""], ""sizes"": [""S"", ""L"", ""M"", ""XS""]}"
AB-SB-020,Specialty Bikes,Touring Pro,High-quality specialty bikes for serious cyclists,6321.99,4515.71,"{""colors"": [""yl5678"", ""ol4567"", ""or8901"", ""cr4321""], ""sizes"": [""S"", ""XS"", ""M""]}"
AB-SB-021,Specialty Bikes,Cyclocross Pro,Durable specialty bikes built for performance,3136.67,2240.48,"{""colors"": [""yl5678"", ""sv3456"", ""fg3456""], ""sizes"": [""S"", ""XS"", ""M""]}"
AB-SB-022,Specialty Bikes,Cyclocross Classic,High-quality specialty bikes for serious cyclists,6972.85,4980.61,"{""colors"": [""or8901"", ""gr5432"", ""cr4321""], ""sizes"": [""S"", ""XL"", ""L"", ""XS""]}"
AB-SB-023,Specialty Bikes,BMX Deluxe,Durable specialty bikes built for performance,1452.26,1037.33,"{""colors"": [""or8901"", ""sv3456""], ""sizes"": [""S"", ""XL"", ""L"", ""XS""]}"
AB-SB-024,Specialty Bikes,BMX Classic,Reliable specialty bikes for everyday use,5698.9,4070.64,"{""colors"": [""bl4567"", ""wh9001"", ""gr5432""], ""sizes"": [""M"", ""XS"", ""L"", ""S""]}"
AB-SB-025,Specialty Bikes,Cyclocross Sport,Durable specialty bikes built for performance,2744.01,1960.01,"{""colors"": [""cr4321"", ""gr5432""], ""sizes"": [""M"", ""L"", ""XL""]}"
AB-SB-026,Specialty Bikes,Recumbent Classic,Professional-grade specialty bikes with advanced features,1641.81,1172.72,"{""colors"": [""ti2345"", ""yl5678"", ""rd7298""], ""sizes"": [""XS"", ""XL"", ""L""]}"
AB-SB-027,Specialty Bikes,Recumbent Sport,High-quality specialty bikes for serious cyclists,1349.01,963.58,"{""colors"": [""gy6789"", ""br7654"", ""bk1798"", ""yl5678""], ""sizes"": [""XL"", ""S"", ""XS""]}"
AB-SB-028,Specialty Bikes,Touring Deluxe,Professional-grade specialty bikes with advanced features,4930.07,3521.48,"{""colors"": [""or8901"", ""cb8901""], ""sizes"": [""M"", ""S"", ""XS""]}"
AB-SB-029,Specialty Bikes,Touring Elite,Lightweight specialty bikes for competitive riding,5951.51,4251.08,"{""colors"": [""wh9001"", ""or8901""], ""sizes"": [""M"", ""XS"", ""L"", ""S""]}"
AB-SB-030,Specialty Bikes,Cyclocross Elite,High-quality specialty bikes for serious cyclists,4641.52,3315.37,"{""colors"": [""gy6789"", ""ol4567"", ""cb8901"", ""sv3456""], ""sizes"": [""S"", ""XL"", ""M""]}"
AB-SB-031,Specialty Bikes,BMX Deluxe,Reliable specialty bikes for everyday use,1196.03,854.31,"{""colors"": [""yl5678"", ""gy6789"", ""or8901"", ""fg3456""], ""sizes"": [""XS"", ""M"", ""L""]}"
AB-SB-032,Specialty Bikes,Gravel Sport,Reliable specialty bikes for everyday use,2797.77,1998.41,"{""colors"": [""cr4321"", ""bk1798"", ""ti2345"", ""gr5432""], ""sizes"": [""XS"", ""M"", ""XL"", ""L""]}"
AB-SB-033,Specialty Bikes,Gravel Classic,Lightweight specialty bikes for competitive riding,1739.0,1242.14,"{""colors"": [""or8901"", ""bl4567"", ""cb8901""], ""sizes"": [""L"", ""M"", ""XL""]}"
AB-SB-034,Specialty Bikes,Gravel Classic,Professional-grade specialty bikes with advanced features,5482.75,3916.25,"{""colors"": [""ol4567"", ""rd7298"", ""gr5432""], ""sizes"": [""L"", ""S"", ""M""]}"
AB-SB-035,Specialty Bikes,Recumbent Sport,High-quality specialty bikes for serious cyclists,1456.9,1040.64,"{""colors"": [""yl5678"", ""ol4567"", ""rd7298""], ""sizes"": [""M"", ""L"", ""S""]}"
AB-SB-036,Specialty Bikes,Touring Classic,Professional-grade specialty bikes with advanced features,2698.7,1927.64,"{""colors"": [""rd7298"", ""br7654""], ""sizes"": [""XL"", ""M"", ""L""]}"
AB-SB-037,Specialty Bikes,Cargo Deluxe,High-quality specialty bikes for serious cyclists,1835.18,1310.84,"{""colors"": [""wh9001"", ""fg3456"", ""cr4321"", ""gy6789""], ""sizes"": [""XL"", ""L"", ""M""]}"
AB-SB-038,Specialty Bikes,Gravel Elite,Professional-grade specialty bikes with advanced features,4598.44,3284.6,"{""colors"": [""bl4567"", ""br7654"", ""bk1798""], ""sizes"": [""XS"", ""M"", ""S"", ""XL""]}"
AB-SB-039,Specialty Bikes,Cargo Elite,Lightweight specialty bikes for competitive riding,1265.25,903.75,"{""colors"": [""fg3456"", ""yl5678"", ""gy6789"", ""bl4567"", ""or8901""], ""sizes"": [""XS"", ""L"", ""M"", ""S""]}"
AB-SB-040,Specialty Bikes,Cyclocross Deluxe,Reliable specialty bikes for everyday use,7035.18,5025.13,"{""colors"": [""sv3456"", ""wh9001""], ""sizes"": [""L"", ""XS"", ""XL"", ""S""]}"
AB-FR-001,Frames,Durable Frame,High-quality frames for serious cyclists,1165.16,832.26,"{""colors"": [""gr5432"", ""gy6789"", ""or8901""], ""sizes"": [""M"", ""L"", ""XS"", ""S""], ""weight"": ""20.9 lbs""}"
AB-FR-002,Frames,Advanced Frame,Lightweight frames for competitive riding,2019.09,1442.21,"{""colors"": [""wh9001"", ""fg3456"", ""sv3456"", ""br7654"", ""rd7298""], ""sizes"": [""L"", ""XL"", ""S""], ""weight"": ""24.0 lbs""}"
AB-FR-003,Frames,High-Performance Chassis,Professional-grade frames with advanced features,2013.16,1437.97,"{""colors"": [""wh9001"", ""gr5432"", ""yl5678"", ""fg3456"", ""ti2345""], ""sizes"": [""XS"", ""XL"", ""L""], ""weight"": ""29.1 lbs""}"
AB-FR-004,Frames,Heavy-Duty Structure,Reliable frames for everyday use,1854.12,1324.37,"{""colors"": [""or8901"", ""sv3456"", ""br7654""], ""sizes"": [""S"", ""M"", ""L""], ""weight"": ""32.4 lbs""}"
AB-FR-005,Frames,Lightweight Chassis,High-quality frames for serious cyclists,450.04,321.46,"{""colors"": [""gr5432"", ""br7654"", ""fg3456"", ""gy6789"", ""ol4567""], ""sizes"": [""XS"", ""S"", ""XL""], ""weight"": ""15.1 lbs""}"
AB-FR-006,Frames,Heavy-Duty Structure,Lightweight frames for competitive riding,1153.5,823.93,"{""colors"": [""cb8901"", ""gy6789""], ""sizes"": [""S"", ""L"", ""XL""], ""weight"": ""23.2 lbs""}"
AB-FR-007,Frames,Durable Frame,Reliable frames for everyday use,1265.52,903.94,"{""colors"": [""cb8901"", ""ti2345"", ""sv3456"", ""bl4567""], ""sizes"": [""S"", ""XL"", ""XS""], ""weight"": ""28.1 lbs""}"
